,comment,label,Unnamed: 0
225,"chất lượng sản phẩm:tạm ổn bàn phím thì ổn đó nhưng khi kết nối cả chuột lẫn bàn phím lại ko đc , lỗi phím đừng mua phí tiền",negative,4980.0
226,giá dưới 200 cành nhưng chỉ dùng được bàn phím thì cũng k tính là rẻ . k hài lòng,negative,4981.0
227,"chất lượng sản phẩm:thất vọng bạn nào xài laptop dell windows 10 thì cân nhắc lại nha. máy tính của mình ko kết nối đc! thất vọng nhất vẫn là cách phục vụ của shop! dù mình đã phản ánh nhưng mà shop vẫn cương quyết bàn phím ko bị j và không đưa ra hướng giải quyết mình hoàn hàng thì ko có ai đến lấy hàng, thất vọng!",negative,4982.0
228,chất lượng sản phẩm:bán hàng bố láo mua về mất cổng usb kết nối,negative,4983.0
229,"bàn phím lúc đầu khá nhạy, nhưng khi bấm hay bị mất chữ. shop phục vụ không chu đáo, có thái độ lảng tránh không giúp đỡ.",negative,4984.0
230,chất lượng sản phẩm:hàng tệ tính năng nổi bật:đóng gói kỉ shop làm ăn như các sài đc đúng 1 ngày hư,negative,4985.0
231,chất lượng sản phẩm:đểu ko nên mua tính năng nổi bật:ko dùng đc bàn phím dùng 3 bữa thì hư chuột bình thường nhắn tin thì shop rep chậm chỉ giửi 1 stike song thôi ko trả lời nx. ko quan tâm khách hàng .... tốt nhất ko nên mua (cheo đầu dê bán thịt chó ),negative,4986.0
232,"muốn nhấn f1 thì phải nhấn kèm fn, hỏi shop cũng ko có cách nào khác, rất bất tiện, xem như bỏ.",negative,4987.0
233,chất lượng sản phẩm:tam on mình đặt màu đen nhưng shop giao màu xanh hàng vừa lấy ra đã bị nứt,negative,4988.0
234,đặt đen giao bàn phím thì xanh lá còn chuột thì xanh dương. chán,negative,4989.0
235,tính năng nổi bật:bình thường chất lượng sản phẩm:khá tốt nhưng mình đặt màu trắng shop giao màu gì đây nhỉ,neutral,4990.0
236,nút lỏng lẻo đặt biệt nhất on off sạc được 1 lần giờ không lên nguồn sạc bật mở vài lần thì hư luôn tầm giá tiền ổn nhưng đánh đổi độ bền,negative,4991.0
237,"gói hàng khá ẩu, chỉ bọc cs mỏng dính, các seal bọc lại cx k thèm dán lại ấy, thấy đơn hàng là đồ đt nhưng k đc coi trog giao đến tay an toàn ấy dù đã dặn shop trc, với cả mik đặ bộ xanh lá giao mỗi cấi mỗi màu, cx k có hđ bp,",negative,4992.0
238,bàn phím lúc ấn được lúc không chán vứt xó không có tính năng nổi bật tệ,negative,4993.0
239,hàng đẹp nhưng khó chịu chút bấm nó ko có ctrl 😢,neutral,4994.0
240,đag thắc mắc bật chuột k sáng đèn là s nt shop thì k rep,negative,4995.0
241,chất lượng sản phẩm:khá hàng tốt ship nhưng mình dùng được một thgian thì nó không ấn đc những nút qtrong,negative,4996.0
242,"tính năng nổi bật:tệ sản phẩm đẹp y như hình, nhưng chất lượng thì thôi quá tệ, phím lúc bấm ăn lúc ko, nói chung hơi phí khi mua nó.",negative,4997.0
243,chất lượng sản phẩm:tạm :v bàn phím thì cũng ok đó mà tự nhiên gửi t dây sạc bị hư r làm tui ko sạc được🤡 làm t phải lấy dây khác sạc,negative,4998.0
244,tính năng nổi bật:bluetooth chất lượng sản phẩm:chưa biết thất vọng tràn trề nhận hàng mà bị móp z buồn thật sự,negative,4999.0
245,tính năng nổi bật:kết nối với bluetooth chất lượng sản phẩm:bàn phím ổn chuột ko ổn chuột về lò xo bị lỗi,negative,5000.0
246,"chất lượng sản phẩm:tạm tính năng nổi bật:ko có bàn phím thì bình thường kết nối adr hay ip điều được, nhưng con chuột không kết nối được với ip chỉ kết nối được với adr hơi thất vọng, nhờ shop hướng dẫn shop toàn chỉ những cái đã làm rồi và cũng ko được",negative,5001.0
247,"chất lượng sản phẩm:kém đặt hàng màu đen nhưng giao bàn phím màu xanh, lạc tông với cái ipad. nhìn nản ghê. màu xanh nền trắng nhanh dơ",negative,5002.0
248,chất lượng sản phẩm:kems mất kết nối . kh kết nối đuoc,negative,5003.0
249,dùng được năm ngày là hỏng phím không nhạy tiền nào của đó,negative,5004.0
250,"chất lượng sản phẩm:ok ổn tính năng nổi bật:màu pastel xinh giá cx ok um...giao nhanh nhưng hộp có vài chỗ bị móp, chuột cầm khá nhẹ tay, đánh ko đc nhạy lắm và hơi khó dùng nhưng vs giá v thế là cx ok r, ko dám đòi hỏi nhìu!!!",positive,5005.0
251,"chất lượng sản phẩm:tạm được tính năng nổi bật:không có kết nối được nhưng thường bị lỗi. bàn phím và chuột là hai bluetooth khác nhau, phải kết nối cả hai. sau khi kết nối rồi mà mở lại lần sau thì không nhận bàn phím. phải vào xoá lịch sử thiết bị bluetooth rồi add lại thig mới được. nói chung dùng tạm được nhưng rất bất tiện.",negative,5006.0
252,"sản phẩm đẹp nhưng đóng gói sơ sài lắm mn ơi , k cẩn thận tí là gãy đôi như chơi, rẻ nên sài cũng được thôi, tiền nào của nấy",negative,5007.0
253,"chất lượng sản phẩm:ổn giao hàng nhanh giá ổn ,dây sạc bị hở chút, phím bấm ổn, các phím đều bấm được, bị cái không biết được khi nào sạc đầy và hết pin ,không hiển thị %pin , với giá vầy cũng ổn",positive,5008.0
254,"chất lượng sản phẩm:tạm ổn tính năng nổi bật:tiện lợi, nhỏ nhắn chuột thì rất là ổn lun, còn phím thì khá chậm, và bấm ko ăn lắm, mn nên bỏ thêm chút tiền để mua bàn phím khác tốt hơn :(((",negative,5009.0
255,"bọc hàng không cẩn thận, hộp bị móp méo bàn phím ok, phù hợp giá tiền nhưng hay bị mất kết nối chuột khó dùng",negative,5010.0
256,"độ trễ trung bình, chỉ phù hợp với ng ít dùng bàn phím thôi còn nếu làm content viết bài thường xuyên thì ko nên mua nha, nhiều khi gõ cả câu mà màn hình ko hiện ra chữ nào. còn lại thì tốt, đóng gói ổn, giao hàng nhanh, mua về decor phòng cũng đẹp",positive,5011.0
257,tính năng nổi bật:tiện lợi chất lượng sản phẩm:chưa sử dụng nên chưa đánh giá giao sai màu. đặt bộ chuột + bàn phím màu vàng nhưng giao thành trắng. vì đi tặng nên ko hài lòng,negative,5012.0
258,tính năng nổi bật:được nổi bật chất lượng sản phẩm:tốt ok chất lượng sản phẩm tốt ok nhưng sao gửi lộn màu cho mình thôi cũng tạm chấp nhận sống nhưng mình sẽ không đánh giá nhiệm vụ cao đâu nha về loại bỏ bàn phím và chuột màu đen mà sao lại bỏ màu xanh dương,negative,5013.0
259,mình đặt màu hồng nhưng lại giao màu xanh . với cả khi kết nối bluetooth bàn phím thì bluetooth chuột bị mất và ngược lại . để kết nối được cả 2 thì tgian khá lâu . khi đang dùng thì nó tự động mất kết nối giữa chừng . nói chung thì giá tiền này thì phải thế thôi không đòi hỏi được,negative,5014.0
260,"sản phẩm phù hợp với giá tiền. kết nối lúc được lúc không, đang soạn thảo văn bản mà mất kết nối ngang. để test vài ngày rồi nay mới đánh giá.",negative,5015.0
261,tính năng nổi bật:màu với lại nó không dây kết nối với điện thoại được chất lượng sản phẩm:chưa biết ũa chọn xanh dương hết mà shao bàn phím xanh lá dz mắ:))))))),positive,5016.0
262,"hiuhiu nó mỏng hơn mình tưởng. nhỏ gọn, nhưng thấy lỏng lẻo hơi yếu. tiền nào của đó ý mí bà :(( phím lâu lâu còn lag phải ấn 2 lần mới được nữa., màu đẹp nha",positive,5017.0
263,"tính năng nổi bật:kết nối bluetooth chất lượng sản phẩm:tốt hàng sử dụng rất tốt nhưng không hài lòng ở chỗ đặt màu đen nhưng shop lại giao màu trắng, chuột thì không kèm pin phải mua riêng",negative,5018.0
264,"giao hàng đúng thời hạn, sản phẩm đẹp bấm ok mà bị mỗi cái phím chữ v mỗi lần nhấn toàn bị thành 2 chữ v :(",neutral,5019.0
265,"chất lượng sản phẩm:tốt với giá tiền tính năng nổi bật:kết nối bluetooth màu bàn phím xinh, dễ kết nối và sử dụng, phù hợp với giá tiền",positive,5020.0
266,"chất lượng sản phẩm:sản phẩm dùng ổn, bàn phím, chuột phù hợp với giá tiền tính năng nổi bật:đánh bàn phím nghe rất êm tai",positive,5021.0
267,chất lượng sản phẩm:tạm tính năng nổi bật:bấm được ko bị lỗi kết nối ổn bàn phím oke hình thức bên ngoài thì ổn nói chung thì với giá rẻ v mà đc như thế là tốt r bấm hơi cứng dạng thì nó hiện đèn và ko có nút hiện pin nên hơi bất tiện nếu để mà nói thì nên mua loại đắt tiền để xài tốt hơn nma với giá v thì cx đã tốt lắm r,negative,5022.0
268,"bàn phím dùng khá nhạy, kết nối nhanh (~10 giây là kết nối được rồi). có điều là mình đặt mua màu hồng nhưng shop giao màu trắng",positive,5023.0
269,"chất lượng sản phẩm:khá tốt sản phẩm khá đẹp nhìn ưng mắt đấy, mấy cái phím đánh êm tay lắm, nhưng mà tui đặt màu đen mà shop giao màu xanh trắng là sao??? tuy màu xanh thì đẹp đấy nhưng mà tui sợ nó dơ nên mới đặt màu đen, mà h shop giao zị là chết r😢😢😢",negative,5024.0
270,"[review siêu chi tiết] màu tím pastel xinh lắm nha mn, chuột màu cũng xinh nữa, bàn phím cực kì cực kì mỏng. chuột thì dùng pin còn bàn phím dùng sạc, dây sạc quá ngắn hơi bất tiện. kết nối cùng lúc 2 thiết bị được. điểm trừ là mình dùng bàn phím của facemoji keyboard thì thiết bị k hỗ trợ, chỉ hỗ trợ bàn phím mặc định của điện thoại thôi à. kết nối cũng nhanh, phím nãy cũng oke mà mn nhẹ nhàng thôi nha, đồ của trung của :)))",negative,5025.0
271,"giao hàng nhanh, chất lượng sản phẩm đẹp. .. .... ..... .....",positive,5026.0
272,"chất lượng sản phẩm:oke tính năng nổi bật:oke kết nối xài tốt nha, không nhận thấy độ trễ, bàn phím vs chuột nhỏ gọn giá rẻ đổi lại bàn phím mỏng có cảm giác không cứng cáp, không biết xài lâu bền không edit 22/2: nhằm lúc phím không nhạy, phải gõ mạnh mới được",negative,5027.0
273,"chất lượng sản phẩm:8/10 tính năng nổi bật:khum biết nữa bàn phím nhỏ gọn, hơi mỏng nhe. chuột nhấp êm khum ồn okela",positive,5028.0
274,"chất lượng sản phẩm:quá là xinh luôn mọi người, nên mua nha, cầm mịn tay lắm luôn í",positive,5029.0
275,"đẹppp, chuột tự động kết nối nhanh cực, mượt, bàn phím kết nối hơi cầu kì, đối với laptop của mình thì nhiều khì phải xóa kết nối sẵn rồi kết nối lại mới được, nhưng cũng có những lúc kết nối nhanh nhưng ít, lúc sử dụng mượt, giá cả hợp lí",positive,5030.0
276,"chất lượng sản phẩm:ổn với giá tiền mua săn sale đc 95k, dùng sơ qua thì mình thấy cũng được, trông nhỏ hơn mình tưởng tượng. kết nối qua bluetooth nên đôi khi chưa đi kịp với tốc độ type của mình, bị sót chữ khá nhiều nếu ấn quá nhanh. pin thì mình không chắc tại mới dùng, kết nối mạng khá nhanh",positive,5031.0
277,"tính năng nổi bật:chuột kết nối khá nhanh chất lượng sản phẩm:tốt sản phẩm giá hợp lý, chuột kết nối rất nhanh, cả bàn phím và chuột đều ổn. tuy nhiên shop giao sai màu cho mình. thời gian giao hàng khá nhanh.",positive,5032.0
278,"giao hàng nhanh. đóng gói cẩn thận. chuột dùng pin, ko phải loại tự sạc. chỉ có bàn phím sạc. tuy nhiên bàn phím rất nhỏ. nhỏ hơn bàn phím của laptop mini. các nút rắt sát nhau. nếu quen dùng bàn phím lớn thì nên cân nhắc ko mua loại này.",neutral,5033.0
279,"đóng gói hơi lỏng lẻo, bao bì có dấu hiệu đóng mở rất nhiều lần nhưng hàng giao đúng mẫu, chất lượng ổn, giá tốt, dùng bền",positive,5034.0
280,"chất lượng sản phẩm:tốt tính năng nổi bật:nhỏ , gọn , nhẹ bàn phím êm lắm nha , chuột cũng okie , nhỏ , gọn , nhẹ , phím và chuột lúc gõ và nhấp với mình thì điều khá là êm .màu xanh dễ chịu nữa tiện. và mang đi vs kết nối điện thoại , thao tác làm việc khá là nhanh và linh động !!!",positive,5035.0
281,"tính năng nổi bật:dễ thương chất lượng sản phẩm:ổn nhìn sang nma vẫn cute lắm mn ơi, đặt hôm 25 thì 27 giao rồi. nhỏ gọn xinh xắn mà theo tui thấy chất liệu này màu trắng chắc dễ bám bẩn lắm 🥹 9/10 vì sự cute này",positive,5036.0
282,tính năng nổi bật:choi game bình thường chất lượng sản phẩm:tốt cũng là mức giá tương đối cao với nhiều người dùng và nó trở thành một trong những dòng bàn phím đắt đỏ nhất hiện nay. lưu ý: mức giá trên được cập nhật vào ngày 01/10/2022 và có thể thay đổi theo thời gian.,positive,5037.0
283,tính năng nổi bật:gõ phím chất lượng sản phẩm:tốt bàn phím đẹp gõ êm k ồn chút nào luôn shop lm đổi màu theo yêu cầu của mk nữa shop dễ thương lắm luôn đóng gói kĩ nữa nè nên mua nha sài ok kết nối bluetooth rất nhanh nữa nha,positive,5038.0
284,"chất lượng sản phẩm:đẹp tính năng nổi bật:chưa biết shop nhiệt tình, nhắn lúc tối muộn mà vẫn trả lời lại luôn, chất lượng sờ êm tay, chất liệu đẹp sờ thích tay dã man 👍🏻👍🏻 10đ chất lượng",positive,5039.0
285,"tính năng nổi bật:xanh dương chất lượng sản phẩm:tốt bàn phím nhỏ gọn mang đi nhìu nơi, chuột bấm êm ko ồn ào. phù hợp với hs sv. giao hàng nhanh, shipper dễ thương.",positive,5040.0
286,"chất lượng sản phẩm:tot giao hang nhanh , goi hang nguyen ven khong bi hu hai gi. minh chon mau hong , shop giao dung mau. dang de mua. san pham tot.",negative,5041.0
287,"chất lượng sản phẩm:tốt, xinh tính năng nổi bật:màu tím xinh hơn hình chất lượng ổn, dùng ok màu xinh hơn mình tưởng dùng đc lâu dài, bền",positive,5042.0
288,"tính năng nổi bật:nhạy, silent mouse, kết nối nhanh chất lượng sản phẩm:100 điểm cá nhân mìnb thích pin hơn vì đỡ tốn time sạc , nhưng con sạc (mình mua nơi khác) cũng trâu lắm á , tùy mn cân nhắc. nhưng chuột ở đây giao nhanh , đóng gói chỉnh chu , chuột nhạy",positive,5043.0
289,"chất lượng sản phẩm:tốt tính năng nổi bật:bàn phím + chuột không dây chất lượng sản phẩm của shop tốt, giao hàng nhanh. shop nhiệt tình có giấy cảm ơn (⁠ ⁠ꈍ⁠ᴗ⁠ꈍ⁠). mua hàng ở shop là điều đúng đắn, vừa rẻ mà chất lượng cx tốt (⁠≧⁠▽⁠≦⁠). cảm ơn shop nhiều lắm",positive,5044.0
290,"tính năng nổi bật:nhập và kết nối với máy tính chất lượng sản phẩm:ổn kết nối bằng bluetooth khá đơn giản, khá nhạy, nhập êm, không ồn",positive,5045.0
291,"tính năng nổi bật:tot chất lượng sản phẩm:tốt shop chuẩn bị và giao hàng nhanh chóng, đúng mẫu mã, đóng gói cẩn thận, chất lượng tốt!",positive,5046.0
292,"chất lượng sản phẩm:good tính năng nổi bật:nhẹ đóng gói ổn, dễ sử dụng, ai mua sắm sẵn 1 cục pin nhỏ lắp vào con chuột nhé",positive,5047.0
293,"tính năng nổi bật:bàn phím không có gì phải chê chất lượng sản phẩm:rất tuyệt vời các bạn nhớ mua sản phẩm này nhé, uy tín luôn",positive,5048.0
294,chất lượng sản phẩm:tot tính năng nổi bật:dung bàn phím oke nha. gõ đc chữ. bàn phím nhỏ và xinh dã man. nên mua nha mn. rẻ mà ngon thật=))) kết nối cx nhanh và dễ nữa. ns chung 10 điểm,positive,5049.0
295,chất lượng sản phẩm:tốt tính năng nổi bật:mượt shop bảo ko mất tiền mà đến lúc về lại mất tiền ko thể chấp nhận,positive,5050.0
296,sipper không giao hàng rồi báo giao hàng thành công,negative,5051.0
297,khuyên các bạn đừng nên mua mình mua 10 đôi mà đến thì có mỗi 5 đôi fake thôi ak ek rõ dàng mình mua 10 đôi mà đến có mỗi 5 đôi mình khuyên các bạn đừng nên mua nhé,negative,5052.0
298,đặt mà ko thấy hàng về mọi người ko nên mua,negative,5053.0
299,chất lượng sản phẩm:hshshsjshs tính năng nổi bật:hzhshsjs há,positive,5054.0
300,găng tay j đay shop,positive,5055.0
301,tính năng nổi bật:cho free laays lieenf chất lượng sản phẩm:bsjsj jdjsjs,positive,5056.0
302,tính năng nổi bật:đặt 5 chiếc được 3 bị bục dây đơn hỏng nhanh,negative,5057.0
303,nếu tôi cho shopp 5sao thì sẽ thành trung quốc nên tôi cho shop 1sao,positive,5058.0
304,hàng rất tốt nhưng 5sao là của trung quốc còn 1 sao là của việt nam,positive,5059.0
305,xin lỗi shop nha 1 sao thôi năm sao là trung quốc rồi,neutral,5060.0
306,tính năng nổi bật:sản phẩm ko đẹp bung chỉ đỏ chất lượng sản phẩm:chất lượng kém ko đẹp siết tay mới mua đã bị rách rồi,negative,5061.0
307,anh e cân nhắc khi mua hàng trước khi đặt,negative,5062.0
308,tính năng nổi bật:bt chất lượng sản phẩm:kém chợi đc lúc nó dãn ra hết song r k như hình đâu nha,negative,5063.0
309,tính năng nổi bật:vải quá dày bấm màn hình ko ăn chất lượng sản phẩm:tệ đúng là tiền nào của đấy,negative,5064.0
310,sản phẩm này3 cái mà tôi đặt 5cái,neutral,5065.0
311,chất lượng sản phẩm:. chạm vào màn hình không nhạy có lúc không cảm ứng,neutral,5066.0
312,tính năng nổi bật:xấu chất lượng sản phẩm:tạm được,negative,5067.0
313,đơn thì ko được nhận mà bảo đơn đã được giao là sao,negative,5068.0
314,tính năng nổi bật:không có gì nổi bật chất lượng sản phẩm:tạm với giá 1k thì cũng chỉ đến vậy đeo mấy ngày là nó bị giãn hết,neutral,5069.0
315,đặt loại cabon mà shop lại giao loại thường,negative,5070.0
316,thiếu,negative,5071.0
317,sài dc mấy ngày bung chỉ hết,negative,5072.0
318,hàng về kiểu này chết dở :v,negative,5073.0
319,chất lượng sản phẩm:kém ko nhạy đủ số lượng,negative,5074.0
320,thiếu một cái đặt 6 chỉ 5,negative,5075.0
321,đeo vô vẫn trơn ko sdung dt dc:),negative,5076.0
322,giao thiếu hàng đặt 7đôi giao có 4đôi,negative,5077.0
323,khó vuốt,negative,5078.0
324,k đúng mô tả,negative,5079.0
325,tính năng nổi bật:chơi game chất lượng sản phẩm:cũng được sản phẩm khác so với hình nhưng nói chung công dụng cũng ok,negative,5080.0
326,giao hàng nhanh hàng giống với mô tả giá rẻ,positive,5081.0
327,chất lượng sản phẩm:bth tính năng nổi bật:dùng tốt trong mấy ngày đầu nhanh hỏng dễ bị tuột chỉ,negative,5082.0
328,nếu có thên logo nữa thì 5 sao,positive,5083.0
329,tính năng nổi bật:bình thường chất lượng sản phẩm:chơi được rẻ nhưng cũng được,positive,5084.0
330,chất lượng sản phẩm:tạm tính năng nổi bật:tạm cx đc,neutral,5085.0
331,tính năng nổi bật:không bic chất lượng sản phẩm:kh bic không được im,negative,5086.0
332,giao hàng nhanh và rất tử tế,positive,5087.0
333,"hàng không được đẹp cho lắm , shipper vui tính",neutral,5088.0
334,tính năng nổi bật:okok chất lượng sản phẩm:tốt,positive,5089.0
335,cho 5 cái 0k ii rồi cho 5 sao,positive,5090.0
336,chất lượng sản phẩm:ko tốt tính năng nổi bật:không giống bao tay không giống như trên ảnh nhưng dc cái rẻ có 4k,negative,5091.0
337,tính năng nổi bật:hàng đầy đủ chất lượng sản phẩm:khá hàng đầy đủ mỗi tội bao tay trơn quá,neutral,5092.0
338,"shipper gọi lúc ng ta bận không nghe máy , chua nhận dc hàng mà đã cho là đã nhận , đùa t hả ? 0d cũng mất công t đặt hàng mà 🥰?",negative,5093.0
339,chất lượng sản phẩm:bình thường tính năng nổi bật:không mượt,negative,5094.0
340,chất lượng sản phẩm:tốt tính năng nổi bật:chơi game mượt,positive,5095.0
341,tính năng nổi bật:mượt chơi khá thích chất lượng sản phẩm:mỏng sợi chỉ chị tiết mỗi chơi lên chưa có gì để miêu tả,positive,5096.0
342,"tính năng nổi bật:không chất lượng sản phẩm:ok nhận được hàng, giống quảng cáo. lầm sau ủng hộ tiếp.! 👍 hàng chất lượng sẽ đánh giá 5 sao 🌟",positive,5097.0
343,tính năng nổi bật:ko chất lượng sản phẩm:ổn vì giá rẻ tính năng nổi bật:ko chất lượng sản phẩm:ổn vì giá rẻ,positive,5098.0
344,chất lượng sản phẩm:tốt tính năng nổi bật:giống với quảng cáo rất mượt 😆,positive,5099.0
345,chất lượng sản phẩm:chất liệu tốt nhưng hạn chế 2 bên ở đầu ngón tay bj loè nhô ra nha.shop tính năng nổi bật:bth,neutral,5100.0
346,tính năng nổi bật:ôm tay chất lượng sản phẩm:tot nên mua,positive,5101.0
347,tính năng nổi bật:mượt chất lượng sản phẩm:khá ok lắm,positive,5102.0
348,chất lượng sản phẩm:bình thường tính năng nổi bật:nhạy cx nhạy,positive,5103.0
349,tính năng nổi bật:đẹp chất lượng sản phẩm:tốt chơi khá mượt giao hàng nhan nhanh,positive,5104.0
350,tính năng nổi bật:tốt chất lượng sản phẩm:tốt thiếu 1 cái,positive,5105.0
351,chất lượng sản phẩm:ok sản phẩm như quản cáo ok,positive,5106.0
352,tính năng nổi bật:bình thường thôi chất lượng sản phẩm:tạm ok nha,positive,5107.0
353,"tốt, gói hàng cẩn thận, giao hàng nhanh.",positive,5108.0
354,chất lượng sản phẩm:ổn ăn phết mn ạ vs cả mn nhớ cầm cẩn thận và giạt cẩn thận nha😀 vừa mua về e lỡ tay thế là nó bung cả chỉ may vẫn cíu đc😆,negative,5109.0
355,"chất lượng sản phẩm:tốt dùng chống tay ra mô hôi khi chơi game khá tốt, có vài nghìn mà đỡ hơn xài phấn rôm 😁. chất lượng okela 👍.",positive,5110.0
356,"tính năng nổi bật:đóng gói cẩn thận chất lượng sản phẩm:khá tốt nhìn sơ qua có thể thấy khá tốt, đóng gói khá cẩn thận, bao tay được bọc trong bao. chất lượng thì cần tg trải nghiệm và đánh giá. với mức giá thầy thì là tốt rồi",positive,5111.0
357,"chất lượng sản phẩm:tốt tính năng nổi bật:hấp thụ mồ hôi ở ngón tay giúp thoáng khí,cảm ứng nhạy bén 🗣bao tay giúp tôi chống mồ hôi ngón tay khi chơi rất tốt, lại thoáng khí,nói chung là tôi rất hài lòng với sản phẩm bao tay chơi game này 5⭐️⭐️⭐️⭐️⭐️ cho shop",positive,5112.0
358,"tính năng nổi bật:sản phẩm dc,nhưng mỏng xíu nhưng rẻ ko đòi hỏi nhìu🤭 chất lượng sản phẩm:okla tính năng nổi bật:sản phẩm dc,như ng mỏng xíu nhưng rẻ ko đòi hỏi nhìu🤭 chất lượng sản phẩm:okla",positive,5113.0
359,dùng nhạy oke nha mọi ngườii ơi bao bì trông cũng xịn đấy =)))),positive,5114.0
360,"tính năng nổi bật:bắn ngon chất lượng sản phẩm:tốt đùa, chơi nó cứ phải gọi là ét chọt chơi bắn như hack",positive,5115.0
361,"chất lượng sản phẩm:tốt tính năng nổi bật:màu đẹp và nhìn ngoài rất đẹp tốt giao hàng nhanh, shipper thân thiện,hàng về đúng mẫu,ko bị hư hay nhăn nhó,đẹp đeo vào chơi rất thoải mái,vừa rẻ vừa chất lượng 💯đ và 5 sao cho shop.mọi ng nên mua nha vừa rẻ vừa đẹp,đeo chơi hay coi rất thoải mái và rất ưng nha mà lại còn rẻ nữa nhanh tay mua về thử đi mọi ng.",positive,5116.0
362,"tính năng nổi bật:trơn và mịn chất lượng sản phẩm:tốt chất lượng tốt,sản phẩm ok,đáng mua,giao hàng nhanh và tuyệt vời,đáng nên mua nha mn",positive,5117.0
363,đã nhận dc hàng. quên.khoong đọc ky là 1 cái.minh tưởng 1 đôi. mua về đành chia mỗi đưâ 1 cái.ai mua hàng nhớ để ý shop ghi 1 cai nhe.khong lại nhầm.,negative,5118.0
364,chất lượng sản phẩm:tot tính năng nổi bật:ko đặt hai cái mà gửi bên trong có mỗi một chiếc là dao vậy shop,negative,5119.0
365,chất lượng sản phẩm:tốt tính năng nổi bật:chơi game dễ hơi.thấm mồ hôi tốt dành cho mấy bạn tay hay chảy mồ hôi.hình ảnh mang tính chất minh họa nhe hihi,positive,5120.0
366,chất lượng sản phẩm:okokok tính năng nổi bật:chơn chu chơi game vuốt điện thoại quá là ok luôn giá rẻ như cho,positive,5121.0
367,"tính năng nổi bật:dùng để chs game chất lượng sản phẩm:tốt giao hàng nhanh,shop thân thiện,dễ sử dụng",positive,5122.0
368,chất lượng sản phẩm:tốt tính năng nổi bật:hút mồ hôi cảm ứng tốt hút mồi hôi ok,positive,5123.0
369,"sản phẩm đẹp, chất lượng, giao hàng nhanh chóng, đóng gói cẩn thận",positive,5124.0
370,"tính năng nổi bật:si ba chao nghe âm thanh chất lượng sản phẩm:sì ca na na xí muội dùng để nghe, ko có nút nghe cuộc gọi, ko tăng giảm, nghe chút chút , cũng là nghe, cũng gọi là tai nghe",positive,5125.0
371,"tính năng nổi bật:không chất lượng sản phẩm:1 bên tai không nghe được giao hàng nhanh, đóng gói cẩn thận",positive,5126.0
372,"tính năng nổi bật:nghe không rõ. rè quá tệ. nghe rè, không rỏ, khong có nút chỉnh lớn nhỏ",negative,5127.0
373,tai nghe ko nghe đc rè ơi là rè 1 sao nha ko có j tốt cà,negative,5128.0
374,nghe lởm thật sự không đáng giá tiền 1 chút nào nên chọn hàng khác chứ không phải hàng này,negative,5129.0
375,tính năng nổi bật:âm hay chất lượng sản phẩm:tốt 1 sao vì t thích,positive,5130.0
376,"tính năng nổi bật:nghe có nghe : nghe rất nhỏ chất lượng sản phẩm:chất lượng tệ đừng mua ko dùng được đâu, còn ai thích trải nghiệm mua thử thì cứ mua, rồi lại phải mua lại loại khác thôi, đây là chiếc tai nghe tề nhất mà tôi từng biết, thanks",positive,5131.0
377,sản phẩm kém chất lượng bị thiếu một bên lót tai,negative,5132.0
378,chất lượng sản phẩm:rất kém tính năng nổi bật:không có cái gì nổi bật sản phẩm rất kém,negative,5133.0
379,không thích cách shoppe giải quyết + shop giải quyết. chưa đáp ứng được nhu cầu người mua. không nên chọn kênh vận chuyển vnpost,negative,5134.0
380,tính năng nổi bật:đao cho ship nghèo hay sao chất lượng sản phẩm:có std ko đt,negative,5135.0
381,đặt về mà không sài được thì chịu,negative,5136.0
382,"tính năng nổi bật:giống như đã qua sử dụng ko nên mua hay bị lỗi , đeo đau tai",negative,5137.0
383,"định mệnh tai nge ko có phím tăng giảm âm lượng, ko thu âm nghe gọi đk mà qc là có, bảo sao rẻ thế",negative,5138.0
384,"chất lượng sản phẩm:không ổn nghe tiếng bass như nồi chảo gõ. lời nghe kém. dây tưởng loại chống gập, nhưng lại gập không tưởng. chắc dùng vài lần cất tủ là gãy dây thôi. nói chung, dẻ ôi.",negative,5139.0
385,không quá kỳ vọng nhiều.. nói chung tai nghe tạm được. vấn đề về zac cắm chập chờn. khắc phục.,negative,5140.0
386,sản phẩm tai nghe được phết loa loa to nghe rõ ràng,positive,5141.0
387,"shop giao hàng nhanh, tuy nhiên sản phẩm gia công chưa tốt lắm khi đeo vào tai có kích điện lên tai.",neutral,5142.0
388,chất lượng sản phẩm:không bền nhưng chất lượng đúng giá tiền tính năng nổi bật:đẹp nhìn ai mà không biết thì nhìn như hàng vài trăm nghìn âm thanh khá ok được cái nghe ổn áp lắm!,positive,5143.0
389,sao tai nghe gì mà nghe được có 1 bên à shop ơi,negative,5144.0
390,tai nghe màu đẹp nhưng nghe nhạc thì nghe đc nhạc k lên lời lâu lâu còn nghe tiếng rè rè nx vs lại tai nghe đưa vào tai không vừa,negative,5145.0
391,"tại nghe không ra gì cả nghe chán lắm, nks cứ ù ù ù í nghe chán ơi lad chán nên cho shop 2sao thui",negative,5146.0
392,chất lượng sản phẩm:âm thanh hơi nhỏ tính năng nổi bật:tốt,positive,5147.0
393,nghe ổn. nhưng bị giật điện khi cấm vào laptop,negative,5148.0
394,"tai nghe nhỏ ,âm cứ ồn và trầm.điếc mất 1 bên,bề ngoài đẹp ,đáng tiền",positive,5149.0
