comment,label
"chất lượng sản phẩm:một tai nghe bị rách đuôi ạ tính năng nổi bật:nghe tốt, rẻ nghe ổn áp, rẻ, chỉ bị lỗi là rách đuôi jack cắm 1 tai nghe lòi dây điện bên trong, cái còn lại ổn, nên cho 3 sao thui ạ, tai nghe cũ mẫu này mình xài tới 7 tháng lận, chung quy là nên mua nhe, mình xui thôi 😭😭😭",negative
sản phẩm giao không giống trên ảnh nhất là cộng dây và đồ deo tai nghe màu trắng biến thành màu đen xin hết,negative
"tính năng nổi bật:đã mua nhiều lần ở shop thấy ok chất lượng sản phẩm:tạm giao hàng nhanh tai nghe ,nghe bị rè rất khó chịu ko như lần tr",positive
chất lượng sản phẩm:tốt tính năng nổi bật:ko có tai nghe in ear chống rối super bass nghe hơi bị lọc sọc ko tốt,positive
âm thanh k ổn như mình nghĩ. vâokdieớkabv wh bđhsjshbậjssjj,negative
"tính năng nổi bật:dell có chất lượng sản phẩm:bth (tại 20k nên bth) phía bên trái bị bong sơn, đệm tai nghe bên trái bị vỡ, ns chung săn sale 10k nên cx chỉ thế thôi",negative
"nghe hơi dỡ mà giá rẻ vậy thì cũng hơi được thoy, chứ tui thấy hơi tệ 1 xíu",negative
"tính năng nổi bật:nghe chất lượng sản phẩm:không ổn âm thanh chóng điếc, dây vải, mỏng, tai nghe bị rò điện. đeo trên tai sẽ bị giật",negative
tính năng nổi bật:tai nghe đt chất lượng sản phẩm:tạm nghe khá ồ và vang. mình mua về lắp vào dây chuyển đổi qua type c để dùng đt mà không nghe được. mua 5 cái giờ không xài được 😤,negative
"shop giao hàng hơi lâu. q/c là tai nghe kim loại nhưng thực chất là nhựa 100% nhìn cực tàu, q/c là super bass mà lúc nghe thì bass chán hơn cả tai hàng chợ, các âm khác cũng vậy. đóng gói sơ sài nhưng do hàng giá rẻ nên chấp nhận. hơi thất vọng.",positive
tại nghe khá ổn nhưng hãy rớt ra vs lại màu hk đc đẹp ..........,negative
chất lượng sản phẩm:hàng gửi nhanh âm thanh ko đc rõ nét,negative
sai màu thiếu mất 1 cái cao su chống ồn bên mih chưa tận tâm đánh giá 3*,negative
tai nghe khá ổn với số tiền như này thì không mong chờ gì hơn,negative
"tính năng nổi bật:không chất lượng sản phẩm:tạm được shop giao hàng rất lâu shipper giao hàng mà cọc , nạt nộ , thái độ không vui",negative
"giao hàng nhanh , tai phone nghe được rõ , nhưng mà không biết xài bền ko, cảm thấy đúng giá tiền mình mua",negative
"sản phâm mình nghe thử vẫn khá okay mua 5 6 dây 1 lần để nghe thay đổi , giá khá rẻ nghe ổn đáng thử",positive
"tính năng nổi bật:thiết kế khá đẹp ưu điểm: + đóng gói cẩn thận, kỹ càng (3 lớp). + thiết kế đẹp, chắc chắn + shop tư vấn, giải đáp nhiệt tình + âm thanh ổn ( bass lớn hơn vocal xíu là tốt ) ... nhược điểm: + mic bị rè khi thu âm với một số dòng điện thoại, mình thử trên samsung & lg & apple đều gặp tình trạng này p/s: loại gameden kim loại không bonus 2 miếng silicon đi kèm (hoặc gói hàng của mình là cá biệt, có thể liên hệ shop để được giải đáp rõ)",negative
đóng hàng cẩn thận giao nhanh tai nghe nghe ổn ko biết có đc bền ko..,negative
shop đóng gói cẩn thận và giao hàng nhanh lắm. tai nghe ổn nhưng mà chỉ có thể bấm phát/tắt nhạc được hoi chứ hỏng điều chỉnh tăng/giảm âm lượng được á,negative
"chất lượng sản phẩm:hiện tại nghe vẫn ổn (đã 3 tuần) tính năng nổi bật:nghe nghe ổn, hình dáng cũng được. có điều không có nút điều chỉnh trên thân tai nghe + chống rối mà nó còn dễ rối cực kỳ, có điều tháo cũng dễ thôi",negative
"chất lượng sản phẩm:7/10 tính năng nổi bật:chống rối màu xanh dương bass tốt, trái phải rõ ràng, hai màu còn lại âm thanh yếu hơn, k rõ trái phải, cọng đỏ còn một bên to bên nhỏ. k mic nhưng thu từ điện thoại phát ra cũng rõ nên chs game k hề gì",negative
tính năng nổi bật:ko chất lượng sản phẩm:tốt âm thanh rất tốt nhưng không bền. mới sử dụng vài hôm đã có hiện tượng thỉnh thoảng mất âm thanh.,negative
"chất lượng sản phẩm:tốt tính năng nổi bật:chống ồn tai nghe giá rẻ nên mình ko đòi hỏi nhiều, mình sử dụng cũng hơn 1 tuần mà sơn bị trôi ngoài này ra thì mọi thứ ok ổn",positive
"chất lượng sản phẩm:ok đã nhận, đúng mô tả nghe cũng ok chưa sử dụng lâu nên chưa biết có sao không?",positive
tính năng nổi bật:bật âm lượng nhỏ mà nghe vẫn lớn chất lượng sản phẩm:với số tiền ít thì chất lượng vậy là rất ok,positive
nghe rất êm tai ko bị rè ko vs đau tai,negative
"chuột sài khá nhạy, mỗi tội hơi nặng tay bị đì, tuy nhiên không bị mèo bắt, tốt",negative
cắm nghe máy vi tính nghe hơi rè🤔 đợi hỏng thì ủng hộ típ vậy 😂,negative
"hàng đẹp, nhưng với đứa hay nghe nhạc như mình thì thấy âm thanh chưa ổn. vì kiểu nhét sâu vào tai mới chắc được nên không thoải mái nhưng vì mình mua được sale nên cũng không coi như vừa tiền",negative
tính năng nổi bật:rỏ chất lượng sản phẩm:tốt t ko nghỉ giá rẻ vầy mà nhận được tai nghe như vầy . nghe rỏ . dây chống rối . ko đau tai . tuyệt,negative
"sài rất ổn với giá , tai nghe này nghe hơi to nhưng ko rè , chống ồn rất tốt , shop phục vụ tốt , có bọc vải bên ngoài dây nên ko sợ bị rối hay bị mèo cắn :) . đóng gói rất đẹp luôn ạ :)",positive
"tính năng nổi bật:nghe to, rõ chất lượng sản phẩm:tốt, giá rẻ, xài được 3 - 5 tháng tai nghe giá rẻ, mẫu mã đẹp, xài ổn định đc 3 - 5 tháng, với giá này thì vầy là bền lắm r, sẽ mua lại nữa 🥹🥹🥹",negative
"chất lượng sản phẩm:tốt tính năng nổi bật:nghe nhạc êm tai màu đẹp, nghe nhạc chill em tai, không bị đau tai,dây dài, giá cả phải chăng, giao hàng nhanh",negative
"tai nghe không có nút tăng giảm âm lượng và nhận cuộc gọi. - mic: không có - thiết kế gia công cnc tạo cảm giác sang trọng, gọn nhẹ và tiện dụng. - dây chống rối chống đứt rất tốt - mút đệm cao su cách âm, thoải mái khi đeo - màng loa thiết kế thông minh đem đến âm thanh tuyệt vời",negative
tính năng nổi bật:âm thanh tốt chất lượng sản phẩm:chất lượng như mô tả sảm phẩm tốt. giao hàng nhanh chóng. chất lượng phục vụ tốt,negative
"chất lượng sản phẩm:tốt tính năng nổi bật:nghe âm thanh lớn lần thứ 3 mua r ạ, rút kinh nghiệm 2 lần trước đứt đuôi cắm nên lần này em quấn băng keo chỗ đuôi, xài đc cả hơn nửa năm, với giá thành vầy là ổn, giao hàng nhanh, gói hàng kỹ, sẽ ủng hộ nữa 🗣👍🐉🍜🦐 🗣🍜🐉✉💏",negative
tai nghe ok tuyệt vời không lẽ mua thêm chục cái ta giao hàng nhanh quá shop phuc vụ tận tình gia ca jai chăng rất tốt nên cho một sao,positive
chất lượng sản phẩm:tốt tính năng nổi bật:nghe âm trầm tai nghẹ xịn .kim loại chắc chắn.nghe không kém các con tai nghe tầm trung trên thị trường.giao cho 2 màu cũng đọc lạ.mới đầu tưởng sợi bọc dù ai dè nhựa cứng kk,negative
"shop giao nhanh lắm mọi người ơi, mới đặt hôm nay mai đã giao, chất lượng phục vụ tốt nữa, chất lượng hàng thì tuyệt vời, giá tốt!!!",negative
"tính năng nổi bật:phần bass rõ, âm thanh ổn định, phần thân của dây loại dây dù( bảo vệ chắc chắn sp) chất lượng sản phẩm:đúng như phần mô tả sản phẩm hàng được trao tận tay khá nhanh. shop đóng gói chắc chắn, kĩ lưỡng ( qua video làm minh chứng).đây là lần đầu mua tai nghe trên shopee, với mức giá thành để có chất lượng sp như đã miêu tả ở phần tính năng nổi bật tốt đã vượt qua mong đợi người mua.test sau vài ngày sử dụng: âm thanh không bị rè, to nghe rõ bass cũng như beat music, chưa có dấu hiệu hư hại ở phần dây.",negative
đã nhận đc hàng nhanh hơn so với dự kiến. tai nghe còn có thêm bud phụ nữa. nghe thử thì rất ổn. thời gian sẽ trả lời cho độ bền.,negative
"tính năng nổi bật:có bọc dây dù chất lượng sản phẩm:tốt giá rẻ, giao hàng nhanh, chất lượng oke nha, mới có 1 ngày mà đã giao đến nơi rồi, quá đc",negative
"chất lượng sản phẩm:tốt tính năng nổi bật:nghe to, rõ, giá rẻ mua nhiều lần r ạ, nghe to, rõ, với giá này mà cái xài được lâu nhất là 6 tháng thì ổn r ạ. sẽ mua lại lần nữa",negative
chất lượng sản phẩm:quá ok tính năng nổi bật:k có mic quá là ok luôn xem phim sẽ quá ư là nghe đã luôn lộn nghe nhạc quá đã luôn nổi bật nhất là k có míc mà nói vẫn nghe 😂,positive
tính năng nổi bật:không có gì chất lượng sản phẩm:kém tôi sai được 2 hôm nó hư không biết lí do đánh giá 1 sao còn nhiều mọi người không nên mua,negative
"chất lượng sản phẩm:tốt cũng dùng được, chất lượng âm thanh hơi kém, không có quà tặng kèm, đóng gói sơ sài, không có hướng dẫn sử dụng ( mặc dù không cần ).",negative
"nói thật là đừng mua nhé mn,mua về lại uổng phí cả tiền ra,kết nối thì yếu,phạm vi kết nối lại ngắn đồng ý là giá thành rẻ nhưng mà tệ đến mức này thì kh chấp nhận nổi cơ,ai có ý định mua thì nên xem xét lại nhé",negative
tai nghe đẹp đúng với mẫu mã mỗi tội nhạy quá ki thích cho một sao :))),positive
chất lượng sản phẩm:hàng fake hàng nhái kh chính hãng,negative
không sài được kết nối chưa được 30s là nó ngắt luôn rồi shop làm ăn kiểu này có khi bay màu,negative
hàng k tốt mua về k dùng được nhắn tin shop k giải quyết mặc dùnng k đáng bh tiền,negative
"thề , tệ cực . khó kết nối , kết nối được 1 lúc là ngắt . nhưng cũng có lúc kh bị ngắt , tiếng của tai nghe kh to . nó bình thường , âm thanh của điện thoại còn to hơn đeo tai nghe nữa . thấy pin cũng nhanh hết , dùng chưa được nửa ngày là cứ bị chập chờn kh kết nối được , hay đó là do sản phẩm? kh kết nối được xa mấy , tôi đi xa điện thoại độ 4m là ngắt , cách nhau 1 bức tường ngắt . với cả lúc tôi mua lfa có giảm giá kèm theo mã giảm của tôi rồi , mà thấy giá 36k vẫn kh đáng để tôi có cái tai nghe này . mua về mà bị nhiều người chê quá trời=(((",negative
chưa giao đã bảo nhận được hàng??,negative
không bền mới rơi một chút đã hư,negative
chx nhan đc hang shop bip,negative
hàng oke nhưng mà đeo sẽ bị đau tai nhé mọi người nên chọn hàng khác đeo cái này đeo khá đau tai,negative
chất lượng sản phẩm:kém dùng vài ngày đã hư,negative
ko nghe đc,negative
bị quá nhiều lỗi !!!!,negative
đèn sáng ghê,negative
"tai nghe gì mà mau hết pin, đang sài tự tắt ngang quá chán",negative
nghe có 1 xíu tầm 40 p là hết pin tắt luôn,negative
"tai nghe nhỏ nghe thì bị giật lác lúc được lúc không , quảng cáo 1 đường hàng thì 1 nẻo",negative
nghe ok +1* pin nhanh hết -1* kết nối chậm-1* đang dùng bị ngắt -1* pin đầy nhưng kh thể kết nối -1* 👍🏻,positive
chất lượng sản phẩm:chỉ nghe đc một chúc,negative
49k rẻ quá về sài ko được nên bỏ lun,negative
tai nghe lần trước mua bị lỗi.,negative
mới dùng sạc không được,negative
tính năng nổi bật:cx đẹp ngắt nữa chừng quá tệ,negative
hàng quá tệ,negative
chất lượng sản phẩm:cũng được tính năng nổi bật:âm thanh rõ ràng tưởng là mở cái nắp lên thì nó kết nối luôn cơ ai ngờ phải lấy ra mới kết nối được :<,negative
"bé xíu xiu,nhỏ nhắn mua về chỉ để dùng cái vỏ ốp kute nhưng không vừa 😭",negative
"ổn,dùng lâu mới biết được chất lượng",negative
tính năng nổi bật:ok chất lượng sản phẩm:tốt tốt không biết đánh giá thế nào ⭐⭐⭐ không có đèn báo đầy pin sạc không biết thế nào là đầy,negative
tính năng nổi bật:đẹp chất lượng sản phẩm:lúc nghe đc lúc khong nghe đc,negative
chất lượng sản phẩm:quad ddarnh tính năng nổi bật:ghfdtg hgdfhhhh,negative
chất lượng âm thanh thì nghe ok nhưng lâu lâu tự động ngắt kết nối mặt dù pin vẫn còn,positive
shop cho mình hỏi tại sao tai nghe của mình 1 bên nghe đc 1 bên lại ko nghe đc vậy ạ,negative
đc nhưng dùng ít thời gian lại hư vs lại dùng ko nên bỏ vào tai quá xâu vì nó đâu tai nên bỏ lọng và vừa là đc và tai nghe này có kèm theo dây sạc nhé 👍🏻,negative
chất lượng sản phẩm:ko nghe đc tối muôn hoàn hàng cx ko đc,negative
hàng đẹp mà nghe được 1 bên thôi,negative
"ê nha ý là tai nghe sao v, đeo dc có 1 lúc cái nó ngắt kết nối lsao??? shop trl dùm toii",negative
chất lượng sản phẩm:tạm tính năng nổi bật:ko có j tai nghe bị ngược âm thanh trái thành phải phải thành trái,negative
"chất lượng sản phẩm:cũng được tính năng nổi bật:dùng để nghe nhạc nghe không đã , với lại hơi khó dùng",negative
một bên tai bị lỗi sản xuất,negative
"chất lượng sản phẩm:tốt, âm thành hơi nhỏ sạc nhanh, tại nghe sử dụng lâu hết pin",negative
shop tặng dây sạc nhm bây ơi bây t kh kết nối đc vs tai nghe:)),positive
tính năng nổi bật:cảm biến chạn ok chất lượng sản phẩm:tạm đc hơi rè nhẹ giá hợp lí 0 đòi hỏi thêm,positive
mua giá rẻ nên ko biết thế nào. nói chung tai phone nghe cũng ok,positive
chất lượng sản phẩm:tốt tính năng nổi bật:nghe rất rõ nhanh ht pin sài ms có 7ph ht 10%,negative
chất lượng sản phẩm:tốt tính năng nổi bật:bình thường sản phẩm âm rõ tốt (giao hàng hơi chậm),negative
chất lượng sản phẩm:ok sản phẩm tốt,negative
( hình ảnh chỉ mang tính chất minh họa) hàng đẹp giao nhanh shipper thân thiện,negative
hàng dành cho iphone mà shopee,negative
giá rẻ không đòi hỏi nhiều nhma nhanh hết pin quá,negative
tính năng nổi bật:cx đc á cho 4 sao nha,negative
"không nghe được xin sôp cho trả lại, chỉ nghe được một bên",negative
chất lượng sản phẩm:tốt,negative
khó kết nối vãi toàn kết nối đc 1 tai chạp mới đc 2,negative
tính năng nổi bật:nghe cũng ok chất lượng sản phẩm:kết nối hơi lâu nên mua,positive
"tính năng nổi bật:tai nghe chất lượng sản phẩm:dùng mới biết đã nhận được hàng, nhỏ gọn hơn tưởng tượng, rất tiện ích. mới test thử thấy ổn, dùng lâu như nào thì không rõ. nếu ổn sẽ ủng hộ shop tiếp. giá cả phải chăng, sử dụng tiện lợi nên mua nhé mọi người",negative
chất lượng sản phẩm:tốt tính năng nổi bật:tai nghe chất lượng sản phẩm oke. tai nghe rõ tiếng chất lượng tốt tui săn được 0đ hời quá nói chung mn nên mua ạ 😻,negative
"tính năng nổi bật:bth như những tai nghe khác chất lượng sản phẩm:tốt nghe đc, âm thanh rõ, kết nối ổn định vs đth, cũng đẹp",negative
"tính năng nổi bật:tai nghe bluetooth ko dây chất lượng sản phẩm:tốt, rất tốt nha nghe cũng ok, sản phẩm đẹp, tốt, nhỏ gọn, rất phù hợp, mọi người nên tham khảo thử ạ🥰",positive
tính năng nổi bật:nghe nhạc xem phim chất lượng sản phẩm:chất lượng sản phẩm ok chất lượng sản phẩm ok nên mua tai nghe khá là ổn nói chung đáng mua,positive
"chất lượng sản phẩm:ổn giao hàng khá nhanh, loa nghe ổn , nên mua, mỗi tội giá rẻ này k biết có bền ko thôi, nma trc mắt thì ok k đòi hỏi j nhiều 😗",positive
"chất lượng sản phẩm:chưa biết tính năng nổi bật:nghe cũng tạm tuy nhỏ nhưng có võ nhe mọi người ,mọi người nên mua nhé ,âm thanh cũng ok lắm",positive
"chất lượng sản phẩm:tot sản phẩm nhỏ, gọn, dễ kết nối, lúc nhận đã full 100% pin, hài lòng",positive
"chất lượng sản phẩm:ổn nghe nhạc thì ok chứ còn để chơi game thì ko nên mua , giá rẻ nên cũng chấp nhận mỗi bên nghe đc khoảng hơn 1tiếng",positive
tính năng nổi bật:ok chất lượng sản phẩm:khá tốt nên mua thử,negative
hàng đúng mẫu đóng gói kỹ giao đúng thời gian hàng chất lượng đúng theo giá tiền,negative
"chất lượng sản phẩm:tot tính năng nổi bật:gọn nhẹ sp gọn nhẹ, chất lượng nghe phù hợp tầm giá. sài ổn nhé",negative
đã nhận đủ hàng giao hàng mất 4 ngày để test thử xem có vấn đề gì nếu không thì sẽ trả hàng,negative
tính năng nổi bật:nghe ổn chất lượng sản phẩm:tuyệt vời tai nghe tốt giá rẻ được vậy là tốt rồi gói hàng cẩn thận shipper thân thiện,negative
"chất lượng sản phẩm:tốt tốt nha, nghe ok lắm dễ xài nx á , nhìn thẩm mỹ ( hình như chỉ mang tính chất lấy xu)",positive
chất lượng sản phẩm:tốt kết nối nhưng không nghe được tiếng,negative
ko nghe đc mua về chỉ minh họa và ko kết nối được,negative
tai nghe chỉ nghe đc một bên bên còn lại ko nghe đc 😤,negative
1 bên k nghe đc kết nối lúc đc lúc k,negative
shiper tự í lấy hàng và ko giao cho khách,negative
hỏng 1 bên tai phí cả tiền,negative
chưa nhận được hàng,negative
"không như quảng cáo, quá tệ,",negative
"đế không sạc tai nghe. sản phẩm đến đúng giờ và như vậy, nhưng nó không hoạt động.",negative
điện thoại bị hỏng và mất 1 tháng để đến nơi,negative
sản phẩm bị lỗi. tôi muốn hoàn lại tiền,negative
chất lượng sản phẩm:nghe đc mỗi 1 bên ko đau,negative
chất lượng sản phẩm:ủa rồi kết nối như nào v shop ới:)),positive
"tính năng nổi bật:nghe chất lượng sản phẩm:ổn không biết xui sao nhưng sạc không vô nha, nghe được nhưng không sạc được giống hàng dùng 1 lần quá",negative
"sp như mô tả.giao khá nhanh nghe nhạc ổn,nhanh hết pin ạ.nghe nhạc ok.đàm thoại cuộc gọi bị rè,lạc giọng ạ ncl tạm.mk lười trả hàng thoyy",negative
tai nghe đc nhưng sạc thì k đc k cắn đc sạc,negative
"lỏng, xạc pin kh vào",negative
"mọi thứ đã đến đúng như ý muốn, điều duy nhất tôi thấy tồi tệ là nó sử dụng rất nhiều pin và đôi khi anh ta hoảng sợ và ngừng hoạt động trong vài giây",negative
nó không tồn tại lâu nhưng nó không đủ để sử dụng một thời gian.,negative
"tính năng nổi bật:dùng để nghe chất lượng sản phẩm:tốt sản phẩm tốt nhưng sạc không khớp với hộp đựng tai nghe,mong shop khắc phục, nhân viên giao hàng nhanh, thân thiện, lần sau có dịp sẽ mua thêm",negative
chất lượng sản phẩm:tai nghe ổn xem sếc rất sống động tính năng nổi bật:phê tạm ổn,negative
chất lượng sản phẩm:tốt tính năng nổi bật:bình thường đúng mô tả,negative
chất lượng sản phẩm:ok tính năng nổi bật:ok,negative
"tai nghe ổn nhưng thiết kế ko đc lắm, cấu trúc tai nghe dễ va đập, giao hàng nhanh",negative
dùng ok,positive
chất lượng sản phẩm:cũng cũng,negative
đóng gói hơi sơ xài,negative
ok,positive
"hiệu quả: tốt giá trị đồng tiền: đáng giá sản phẩm được giao nhanh chóng, màu sắc như ý muốn, âm thanh không bị rè, âm thanh rất rõ ràng.",negative
"chất lượng sản phẩm:tốt tính năng nổi bật:nghe lớn. bass mạnh tai nghe ok, pin dùng cũng được lâu, nhạc rất lớn, đeo vào bám rất chắc không sợ bị rớt ra bên ngoài. nói chung hàng tốt. hài lòng với sản phẩm này. tặng shop 5 sao",positive
chất lượng sản phẩm:khá tootd dùng tốt ko vấn đề gì,negative
tính năng nổi bật:ok chất lượng sản phẩm:tốt nên mua giá rẻ mà ok phết,positive
giao hàng nhanh chóng. đúng như dự đoán. nghe tốt. pin dc khoảng 3 h là hết . quá ok. giá ret,positive
tính năng nổi bật:nghe chất lượng sản phẩm:tốtttt ổn nghe như quán bar=)),positive
tính năng nổi bật:tốt chất lượng sản phẩm:tốt đeo vô ko bị đau chất lượng tốt đóng gói kĩ càng xứng đáng cho năm sao,negative
"tính năng nổi bật:nghe chất lượng sản phẩm:tốt nghe to rõ siêu thích nha, lại còn đẹp nữa rẻ vậy là quá tốt",negative
"chất lượng sản phẩm:ok tính năng nổi bật:giao hàng nhanh, giá cả phù hợp, ko biết bền hay không, nói chung ok",positive
chất lượng sản phẩm:tốt nhưng pin trừ hơi nhanh nghe rất ok,positive
chất lượng sản phẩm:tốt tính năng nổi bật:nghe ok mn nên mua một sp tốt như này . cảm ơn shop đã mang đến cho người dùng trải nghiệm tuyệt vời.,positive
"hàng đẹp, chất lượng cao",negative
"tính năng nổi bật:nghe êm,có chống ồn chất lượng sản phẩm:tốt",negative
"nghe rõ, đẹp kh biết xài đc lâu k nhma giá này mà đc d cx ngon r",negative
"chất lượng sản phẩm:tai nghe hơi to, đeo vào khogn không được",negative
"chất lượng sản phẩm:tuyệt vời tai nghe đúng mẫu dễ sử dụng kết nối dễ dàng , giao hàng đúng thời gian",negative
chất lượng sản phẩm:hàng ko em,negative
"chất lượng sản phẩm:tốt đặt 6 cặp giao 5 cặp,bị mất 1 cặp",negative
chất lượng sản phẩm:bth tính năng nổi bật:bth,negative
chất lượng sản phẩm:đơn hàng giao chk về mà gi đã nhận hàng làm ăn kiểu j vậy sop,negative
chất lượng sản phẩm:quá tệ bị bung chỉ ở phần đầu bao tay,negative
tại sao đơn hàng được giao thành công 1 tuần trước ma chưa nhận được hàng,negative
"dễ tuột và độ nhạy kém, đã thử trên iphone và android",negative
độ nhạy kém đã test trên iphone và android và dễ tuột,negative
tính năng nổi bật:không có chất lượng sản phẩm:không tốt sản phẩm ko hề tốt vừa giao hàng đem về chs đc xíu lại bị bung ra chs k đc sản phẩm quá tệ,negative
chất lượng sản phẩm:rất tệ găng tay nhanh tuột chỉ,negative
đã nhận hàng nà ở nhà cả ngày ko thấy hàng nào,negative
đặt màu đỏ đi đưa màu xanh,negative
chất lượng sản phẩm:tạm không giống ảnh mà shop đăng ảnh shop đăng ở phần đuôi có màu đỏ vs màu vàng đó là phần giúp găng tay ôm sát vào ngón tay. nhưng sản phẩm của tôi lại không có,negative
sản phẩm rất dể bị hư,negative
"đeo vào là liệt cảm ứng, không sử dụng được",negative
chất lượng sản phẩm:mới sài bị sứt chỉ tùm lum bị tụt nx tính năng nổi bật:thua,negative
sản phẩm tốt nhưng đặt 6 mà giao có 5 thôi,negative
chất lượng sản phẩm:kh bic tại kh nhận đc hàng tính năng nổi bật:tệ đã nt nói shop nhưng lại kh rep tn mik,negative
"mình đặt hàng cũng khá lâu khoảng 3,4 tuần rồi nhưng vẫn ko nhận được đơn hàng",negative
mua lần trc thì ok 10₫ còn lần này thì bao tay khô thưa cảm ứng không ăn,positive
tính năng nổi bật:nó cứ bị sao á mn,negative
chất lượng sản phẩm:bao dày vc chơi không thích,negative
sao đặt 15 đôi mà có 8 đôi vậy,negative
mới dùng vài lần xổ vải rồi,negative
chất lượng sản phẩm:ko nhạy lắm tính năng nổi bật:ổn,negative
chất lượng sản phẩm:nnnjzjsjanssn tính năng nổi bật:xjzjsnsnsnnsksk nhjjakkanajwijwbwbwjaisodknrbrbejsinnjkkjnnjjabajiajwhwbbhujababjbv,negative
hàng mỏng quá mới mang 2 hôm giản rồi được cái giao nhanh,negative
tính năng nổi bật:ko có chất lượng sản phẩm:bth,negative
tính năng nổi bật:trơn khó đi chuyển chất lượng sản phẩm:ko tệ lắm,negative
"chất lượng sản phẩm:hơi dày, ấn mạnh mới chơi được",negative
"đặt 10 đôi giao 9 đôi, shop bảo check cam nhưng ko bh trả lời.",negative
chất lượng sản phẩm:báo tay quá dễ rách nhung mà vẫn còn đc tốt hơn các shop khác,negative
tính năng nổi bật:nhưng mua 1 cái được tặng thêm cái nữa chất lượng sản phẩm:ko mượt,negative
chơi như bth không thấy bắn hay hơn:)),positive
tính năng nổi bật:giống hình chất lượng sản phẩm:khá hàn chơi được một lần là nó tưa chỉ hết luôn nó bị tưa giờ một ngắn một dài luôn :(,negative
cảm ứng ko mượt mà,negative
găng tay ko có viền,negative
bao tay dễ bị bung chỉ,negative
đặt lẻ 5 cái mà giao 3đôi ?,negative
tính năng nổi bật:chs game đc khá ôk nhưng bị thừa ít ở 2 bên đầu ngón hơi sấu nhưng mà chs game là đc,negative
tính năng nổi bật:mượt chất lượng sản phẩm:ok xài rất là ok mọi người nên mua chủ shop rất nhiệt tình và vui vẻ,positive
tính năng nổi bật:ko có gì chất lượng sản phẩm:khá tốt,negative
chất lượng sản phẩm:như hình tính năng nổi bật:tốt ổn nhưng cái nút chưa được nhạy lắm với giá tiền này thì ok rồi quá rẻ so với nơi khác nhưng mà hơi rít ko được trơn cho lắm kéo ra dễ bị xước viền máy :)) cầm chắc tay ổn lòi lìa nên mua nha :)). ko đi làm không được đâu ạ ạ à à a ha a a về nhà mới về nhà rồi em ơi chị ơi em đi ăn xiên bửn và làm ăn được mô tả năm em đi,positive
tính năng nổi bật:mượt chất lượng sản phẩm:vải hơi mỏng nhưng dùng vẫn được nên mua,negative
"sản phẩm như mô tả, tay cầm chắc chắn, đóng gói cẩn thận, có tặng quà",negative
có 1 vài sợi chỉ thừa nhưng chơi game mượt tránh mồ hôi,negative
tính năng nổi bật:cũng ổn chất lượng sản phẩm:chưa cảm ứng tốt cho lắm,negative
tính năng nổi bật:chs game chất lượng sản phẩm:được,negative
tính năng nổi bật:tốt chất lượng sản phẩm:tốt,negative
tính năng nổi bật:tạm chất lượng sản phẩm:ổn,negative
hài lòng với sản phẩm,negative
tính năng nổi bật:ok chất lượng sản phẩm:ok ok,positive
chất lượng sản phẩm:tốt tính năng nổi bật:mượt,negative
tính năng nổi bật:tạm đc,negative
dđã nhận được hàng. đầy đủ. đeo vào tay vừa vặn. ko biết mồ hôi tay ra sẽ như thế nào. không biết có bị trầy điện thoại ko nữa ....,negative
chất lượng sản phẩm:tốt tính năng nổi bật:đỡ ra mồ hôi shop giao nhanh. hàng ok . giá như này thì không đòi hỏi hơn .,positive
"tính năng nổi bật:dùmg để chơi game chất lượng sản phẩm:tạm mua 10 cặp có 37 rẻ hẳn so với ngoài tiệm=)), chất lượng khá ổn, giá rẻ",positive
"shop đóng gói chắc chắn, giao hàng nhanh,uy tín..sẽ ủng shop lần sau,chúc shop luôn đắc hàng...!",negative
"chất lượng sản phẩm:tốt shipper vui tính, đóng gói gọn gàng",negative
tính năng nổi bật:giúp chơi game tốt hơn =))) chất lượng sản phẩm:xịn nha giao hàng nhanh đóng gói kĩ giá phù hợp túi tiền mà dùng tốt,positive
tính năng nổi bật:màu đỏ đẹp chất lượng sản phẩm:rất tốt chơi rất êm tay rất ok nha mọi người nên mua nhé sài ok cực^^,positive
"tính năng nổi bật:chơi game nhanh hơn. chất lượng sản phẩm:tốt. đứng như mô tả. giao hành nhanh,....",negative
"chất lượng sản phẩm:tốt giá rẻ, giao hàng nhanh, xài khá ổn, lần sau sẽ ủng hộ shop nx ❤️❤️❤️",negative
"tính năng nổi bật:giúp giảm mồ hôi khi chơi game chất lượng sản phẩm:tốt bao tay sài tốt,chống mồ hôi ổn,combat ko bị ướt tay khi chs mà giá rẻ ok",positive
bấm khá nhạy. hàng giống hình. giá thành rẻ. chất lượng ổn. ..,negative
"giao hàng nhanh, sp ok, giá rẻ, mang chơi game tốt k bị ra mồ hôi, nên mua!!",negative
chất lượng sản phẩm:chưa biết tính năng nổi bật:bấm muoc chất lượng sản phẩm ok năm sao nha shop giao hàng nhanh giao đủ số lượng đã đạt shop uy tín chất lượng giá rẻ nên ủng hộ,positive
chất lượng sản phẩm:ok tính năng nổi bật:ok shop gói hàng chất trắng triệu like dành cho shop nhé shiper giao hàng lịch sự triệu like dành cho shiper nhé,negative
"tính năng nổi bật:dùng để chơi game chất lượng sản phẩm:tốt giao nhanh, rẻ",negative
