comment,label
đúng với mô tả:hình in kém chất lượng mới mặc 1 tuần đã bung hết r vải,negative
"màu sắc:đen mà giao xanh đúng với mô tả:không chất liệu:tạm đặt 3 đen giao 3 quần xanh, né luôn",negative
"rất tệ, xem lại không phải thun lạnh. trên hình thì ghi thun lạnh đến khi giao thì chất vải hoàn toàn khác. quá thất vọng. mn nên cân nhắc trước khi mua. sẽ k quay lại lần nào nữa",negative
"thêm sản phẩm quà tặng 1 đóng , mà khi nhận hàng không có 1 món :)) thật nực cười",positive
màu sắc:giao sai màu giao sai màu,negative
"chất liệu:mỏng co dãn màu sắc:nhiều đúng với mô tả:không mình mua tặng 19/11 cho ck mình mà giờ lẫn cả quần calvin klein vô đây thế này quá thất vọng về shop, đổi trả thì kh kịp nữa, cùng size xl những độ rộng eo khác nhau",negative
chất liệu:tạm màu sắc:tạm đúng với mô tả:tạm đặt boxer shop giao tam giác ....thủ tục rườm rà m..lm ăn ẩu tả ... áp mac đổi xu nên cuhr lười trả hàng lắm nói chug thất vọng,negative
chất liệu:bình thường để tặng cho sang chứ có thấy tặng zi đâu,neutral
"chất liệu:tam đúng với mô tả:đúng 𝐊𝐞̂́𝐭 𝐭𝐡𝐮́𝐜 𝐧𝐚̆𝐦 𝐜𝐮̃ – 𝐑𝐢𝐧𝐡 𝐮̛𝐮 đ𝐚̃𝐢 𝐤𝐡𝐮̉𝐧𝐠 ✨ siêu sale cuối năm – sale upto 50% ✨ ⏳ duy nhất trong tháng 12 tại toàn bộ hệ thống như quỳnh. không áp dụng khi có chương trình sale khác. makeup – skincare – thực phẩm - hóa mỹ phẩm - tpcn,.... và 100+ deal hot khác 📌 lưu ý: không áp dụng khi có chương trình sale khác. 🌟 hết năm cũ – mở túi ưu đãi, đừng chậm chân nhé khách yêu ơi❤️ ------------- ⚠️hotline: 19009072 📌hệ thống mỹ phẩm: - 03 ngô gia tự - 086.990.3223 📌hệ thống siêu thị - chi nhánh 1: 113 thái nguyên - 090.525.3223 - chi nhánh 2: 419 đường 2/4 - 0917.653.223 🔰 nhuquynh's cam kết hàng chính hãng 100% ✅ các trang mxh: 😍shopee skincare : http://bit.ly/3ffouqi 😍shopee makeup: http://bit.ly/3xmnlse 😍shopee mẹ và bé: http://bit.ly/3oni9ps 😍shopee mall : http://bit.ly/3r1agvq 🌐tiktok shop: https://www.tiktok.com/@nhuquynhsnhatrang 🌐website mỹ phẩm: nhuquynhcosmetics.com 🌐website siêu thị: sieuthinhuquynh.com ⏰ mở cửa từ 8h-22h (từ thứ 2 đến chủ nhật)",spam
tạm shop giải quyết vs đóng hàg ko cẩn thận thấy chữ mail tưởng uy tín mà đóng hàg thiếu lên thiếu xuống mệt mõi r phải hoàn tiền rồi đặt đơn lại nói chung chữ mail chưa chắc uy tín,negative
"tự dưng thêm cái túi vào chả đc cái gì, bọc hàng mỗi bên ngoài, vô dụng",neutral
màu sắc:đúng đúng với mô tả:combo 3 cái quần hiệu ares man. nhưng chỉ nhận 1 cái còn 2 còn lại thì là 2 mẫu calvin klein chất liệu:đúng tôi chỉ nhân đươc 1 cái quần hiệu ares thôi 2 cái còn lại là hiệu calvin klein.,negative
"chất liệu:vải mát màu sắc:ổn đúng với mô tả:đúng quần ok nha ae, chỉ là mình 1m7 nặng 85kg mặc size 3x k vừa, phải bỏ cả lô. mặc cảm vl 🙂🙂🙂🥲🥲🥲 hy vọng shop có size to hơn thì mình sẽ 5 sao lần sau.",positive
chất liệu:ok đúng với mô tả:ok màu sắc:ok đặt 6 cái cho đỡ phí vận chuyển mà giao có 3 cái,positive
"phục vụ kém, đặt combo nhờ chọn màu xám thay cho màu trắng mà cuối cùng vẫn giao mà trắng",negative
chất liệu:hơi mỏng màu sắc:cũng tạm đúng với mô tả:..,neutral
mua combo 3 màu tối mà giao đúng 2 combo 2 màu,negative
chất liệu:bị mất đơn 😭 đúng với mô tả:để hàng trước cửa bị mất màu sắc:😭,negative
màu sắc đẹp nhưng vải mỏng lắm,neutral
giao hàng rất nhanh đồng gọi cần than sân phẩm ok nhma đặt 11 cái thiếu mất 1 cái giao có 10 cái thôi,negative
giao mà giao thiếu,negative
khác hình,negative
chất liệu:vải thun màu sắc:đen xám xanh đúng với mô tả:sản phẩm đúng với mô tả quần lót nam mặc thoải mái thoáng mát không gò bó,positive
màu sắc:tối chất liệu:vải đúng với mô tả:ko bt video chỉ mang tính chất minh họa hàng chưa dùng chưa bt,negative
sản phẩm sử dụng khá ổn áp. giao hàng nhanh. đóng gói kĩ càng cẩn thận. rất thích nhé,positive
giao hàng nhanh đóng gói cẩn thận nên mua nha mọi người che tên sản phẩm,positive
"chất liệu:cotton màu sắc:xanh, xám, đen đúng với mô tả:ok quần ok, giá rẻ hơn mua bên ngoài .cần sẽ mua thêm. size chuẩn, chất mềm...cám ơn sốp. giao nhanh nha...ổn... hình ảnh mang tính chất tượng trưng.",positive
"sản phẩm có chất lượng ổn trong tầm giá, giao hàng nhanh, màu sắc đẹp",positive
"chất liệu:đúng đúng với mô tả:đúng màu sắc:3 màu tối đã mua lần 2 nhưng lần này sp bấm thẻ bài size lại ngay lưng thun,bình thường bấm thẻ bài sẽ ngay phần chỉ may giấu bên trong tránh ảnh hưởng sp,bớt 1 sao cho khâu hoàn thiện thành phẩm này.",positive
"hàng được nhưng mà shop giao lộn màu rồi ahh, e đặt xám ko phải xám chì 🥲",neutral
"sản phẩm ok, chất thun lạnh co giãn tốt 0e3b 384 4b484 tidid84 29374 e834 48r 48d eùdbt 930495 286w52 8rủv4 r8r 49r 48677 48485 955 9fd jdjdnr 44 8",spam
giao đủ hàng chưa dùng nên không biết dùng ổn khong giao nhanh,positive
chất liệu phù hợp giá sản phẩm. giao hàng đúng mẫu đúng màu. quà tặn là cái bịch,neutral
màu sắc:5 đúng với mô tả:... chất liệu:thun lạnh ảnh video nhận xu shop bỏ hết cái quà tặng đính kèm khi ấn mua sản phẩm nhá nếu k có gì kèm theo thì đừng để lên cho nhiều dài đơn 🤫,positive
"kh thích chất liệu lắm, trong khá mỏng, đc cái đai oke, hi vọng lâu dài",positive
màu sắc:đen xám xanh mua 3 cái mổi cái 3xl mà giao chỉ có 2 có 3 xl còn cái kia 2xl,negative
đúng với mô tả:y hẹp như mô tả chất liệu:tốt màu sắc:đen đc vải đẹp,positive
shop tv nhiệt tình đổi size dễ nha 10₫ mua 3q tưởng k đc hộp mà có hộp luoonn chất thun lanhh mềm ra ngoài mua chắc cũng đâu đó khoảng 40k trở lên mà mua ở đây 3q có 62k à nên mua nhé,positive
"đúng với mô tả:đúng chất liệu:cotton màu sắc:đen * hài lòng với dịch vụ giao hàng nhanh chóng và sản phẩm chất lượng. * gói hàng đẹp, không có dấu hiệu bị hỏng hóc. * hình ảnh sản phẩm trên shopee giống hoàn toàn với sản phẩm thực tế. * hỗ trợ khách hàng nhanh nhẹn, giải quyết vấn đề một cách hiệu quả.",positive
"giao hàng rất nhanh , mới đặt hôm qua hôm nay giao rồi , chất thun mát lạnh , co giãn thoải mái , ck e 65kg bụng hơi bự mặc 3xl vừa lắm , nên mua",positive
"chất liệu:ok màu sắc:ok đúng với mô tả:ok trăng ở trên cao phải lòng đóa hoa sen chết tiệt giữa ao, thế là đêm đêm dìm bóng phản chiếu của mình nơi đáy nước, hòng được ở gần trông mặt người thương. cái nỗi khát khao của trăng ngày càng sâu đậm, dâng trào. hoa cứ nhận lấy rồi tắm, rồi tưới, dần hóa ra luôn nhân dạng. phải tội có thứ trộm cướp ngang qua, thế là đem nàng hoa của trăng đi mất.",spam
"quần rất okela luôn nha, mặc thoải mái, giặt cũng mau khô, độ co giản cũng oke, shop đóng bỏ trong hợp nhìn ổn phết",positive
"đúng với mô tả:đúng màu sắc:đen chất liệu:thun lạnh hàng cũng ok, giao hàng đóng gói cẩn thận, nhanh gọn lẹ, chất thun mát lạnh, nói chung tui thấy hợp vs giá tiền",positive
"chất liệu:thun lanh đúng với mô tả:giống mẫu màu sắc:xanh, xám, đen, trắng giao hàng nhanh, đóng hộp kỹ, quần mặc mát, chất vải thun lạnh co giãn thoải mái, thấm hút mồ hôi tốt, giá cả hợp lý, mọi người nên mua",positive
"màu sắc:đẹp chất liệu:mát mẻ đúng với mô tả:xịn lắm nha m.ng đáng mua co dãn tốt, ôm gọn thoải mái lắm nha",positive
"màu sắc:black đúng với mô tả:very good quần ok, vải mịn, thun co giản tốt, mặc vào rất thoải mái, đóng gói và gửi hàng rất nhanh, đặc biệt +1 uy tín khi shop có bôi đen tên sản phẩm đi",positive
"màu sắc:đen đúng với mô tả:đúng chất liệu:vải mịn đóng gói kỹ và chu đáo. title trên shopee là quần boxer ko ghi quần lót nhưg shop vẫn chu đáo che tên trên mã đơn sản phẩm, xứng đág 5 sao. mình m75 80kg thì 3xl vừa ko chật, ok, vải mịn, mềm nha.",positive
"giao hàng nhanh, đúng loại, đúng màu, vải mát, đóng gói cẩn thận, có hộp lịch sự, có che tên sp luôn nha. shop cẩn thận",positive
"màu sắc:ok đúng với mô tả:ok chất liệu:ok giao hàng nhanh, hàng đúng yêu cầu đã đặt. đóng gói cẩn thận, kỹ lưỡng. thun mát lạnh, giá co khuyến mãi",positive
"đúng với mô tả:ok màu sắc:đen chất liệu:thun lạnh đóng gói cực đẹp và sang trọng, sản phẩm cũng đẹp, mặc thoải mái, thoáng mát.",positive
"sản phẩm đúng như mô tả. hàng đóng gói cẩn thận, giao hàng đúng hẹn. nếu chất lượng ok, sẽ tiếp tục ủng hộ shop",positive
"chất liệu:thun lạnh, mát đúng với mô tả:10/10 màu sắc:lựa màu tối cho dễ mặc chất mát, đúng size, vải này mặc không bị bó rát đâu ạ",positive
chất liệu:kém màu sắc:quá xấu đúng với mô tả:không đúng với mô ta tí nào lun hàng như 1 cái rẻ lau nhà vậy. áo nhăn nhúm vừa mỏng vừa xấu. quá kém chất lượng luôn,negative
chất liệu:rất ok nhận hàng mặc thử thích thật. quải thật chứ,positive
"đúng với mô tả:ko chất liệu:nilon màu sắc:đen đặt áo khoác lông cừu cho nam, gửi đến áo phao cho nữ, thôi thì thà cho mẹ mặc cũng đk. nhưng áo này còn hỏng séc túi, như đồ đã qua sử dụng vậy, chán thực sự. có là đã qua sd cũng phải lành lặn đã hẵng gửi chứ? cho shop 1 sao",negative
chất liệu:m đặt áo mới lại thành áo cũ rách đúng với mô tả:không đúng với hình ảnh màu sắc:quá cũ rách mình tin tưởng shop nên không mở ra xem kết quả m nhận được 1 áo cũ rách luôn mọi người không tin thì cứ ủng hộ còn m ỉa vào shop này,negative
không hài lòng với cách buôn bán của shop. like giới thiệu sản phẩm này nhưng giao hàng sản phẩm khác ( treo đầu dê bán thịt chó ). hàng giao thì bị lỗi dính mực tùm lum.,negative
"chất liệu:không phải áo lông như quảng cáo màu sắc:khác hoàn toàn đúng với mô tả:hàng tôi nhận không giống hàng tôi đặt tôi vô cùng thất vọng lần mua hàng này và vô cùng bức xúc không khác gì bị lừa, mà cũng thực sự là đang bị lừa.",negative
"đúng với mô tả:giao hàng ko đúng như ảnh. là áo cũ. chất liệu:quá thắt vọng bạc màu, giônhs đồ cũ, quá thất vọng",negative
"chất liệu:quá tệ đúng với mô tả:không đúng treo đầu dê bán thịt chó , quảng cáo một đằng , giao hàng một nẻo , áo đã sai số lại còn xấu như cái giẻ lau ! lừa đảo đấy , mọi người đừng tin mà mua hàng nhé",negative
đúng với mô tả:không đúng đặt mua áo khoác mới mà ship gửi cho cái áo bò cũ như cái giẻ lau.shop lừa đảo mn cẩn thận,negative
shop bán hàng kiểu lừa đảo gửi 1 đống giẻ lau nhà còn lo đáng làm ăn ko có uy tín thật vớ vẩn,negative
chất liệu:mẹ nhà nó lừa đảo toàn là áo rách anh e đừng thấy dẻ là mua.mua về chỉ lâu chân thôi,negative
chất liệu : không đúng như mô tả màu sắc: không đúng không khác gì giẻ lau,negative
đúng với mô tả:sai màu sắc:sai chất liệu:đểu k có tý lông nào. lừa người tiêu dùng. k hiểu làm ăn vậy vẫn tồn tại đc,negative
đúng với mô tả:đồ nó củ như cái nùi vẻ lau nhà vậy mua áo khoác lông cừu mà shop dao hàng mấy nùi vẻ này làm gì chứ đồ lừa đảo tuy là có nhiêu tiền mà bán hàng giả dối lừa đảo đống cửa mẹ cho rồi đi,negative
treo đầu dê bán thịt chó áo khoác lông cừu mà gửi cái áo của nợ. shop bán hàng không có tâm lừa đảo mọi người lên tránh xa ra ạ.,negative
"đúng với mô tả:không đúng màu sắc:sai chất liệu:sai đặt hàng mua áo khoác nam lót lông,màu ghi thì shop lại giao cái áo trẻ con như này? làm việc buôn bán như này là không được rồi.",negative
đúng với mô tả:ko đúng hàng chất liệu:?? màu sắc:trắng giao hàng ko đúng loại nhưng cũng tạm ổn so với giá tạm chấp nhận thôi chỉ đánh giá shop 2* thôi để lần sau chú ý trong việc đóng gói sản phẩm,neutral
"chất liệu:len đúng với mô tả:không đúng với mô tả màu sắc:đen hơi thất vọng chút, lần sau với 45 k shop gửi cái áo mát mẻ rộng rãi xíu cũng đc",negative
đúng với mô tả:ko đúng vs sản phẩm màu sắc:áo lao nhà,negative
đúng với mô tả:ko đúng mẫu mã đã đặt màu sắc:ko giống đặt màu xanh dương sop gửi xanh lá mạ chất liệu:xấu không giống quảng cáo áo ko có lót lông hàng shop gửi ko đúng mẫu mã đã đặt đặt màu xanh dương có lót lông gửi màu xanh lá mạ ko có 🙂‍↕️ lót lông 🥴,negative
chất liệu:không đúng với mô tả áo khoác lốt lông mà đư áo véc vây shop màu sắc:màu xanh lại đưa màu đen quá thats vọng không lẽ không lấy chỉ thương ship bơ mà nhận làm khlieeur này mất hết uy tín,negative
đúng với mô tả:không đúng với mẫu chất liệu:chất lông gửi áo phao màu sắc:đặt màu đen gửi màu hồng không hài lòng với shop lắm đặt áo khoác lông gửi áo khoá phao size người lớn gửi size trẻ con,negative
"giao hàng ko đúng sản phẩm , ko đúng chủng loại . đặt áo khoác nam giao váy nữ. thật sự chịu shop luôn. mong mãi cuối cùng thất vọng",negative
"đúng với mô tả:sai hoàn toàn shop ơi đùng treo đầu dê bán thịt chó , mìh áo dân quân tự vệ đâu",negative
"đúng với mô tả:không như mô tả đặt áo nam mà mang áo nữ chất liệu:không đúng như đã đặt màu sắc:đen,l khá thất vọng về shop",negative
đặt hag giao hag vơ vẩn dat áo khoác giao áo mưa mỏng tèo.tránh xa sh này ra,negative
đặt áo khoác mà ra 1 cái quần cũ và bộ váy trẻ em rách mỏng manh,negative
đúng với mô tả:giao sai mẫu chất liệu:áo len với áo gió ko đúng sản phẩm,negative
màu sắc:màu ko đúng chất liệu:chất liệu kém đúng với mô tả:mô ta không đúng,negative
màu sắc:k đúng màu chất liệu:bình thường đúng với mô tả:bình thường,neutral
màu sắc:kem chất liệu:vải thường lót vải cau su chống thấm bên trong đúng với mô tả:không đúng hình ảnh không đúng mô tả rồi. giao hàng lộn hay shop có ý bán hàng như thế nào không hiểu luôn á.,negative
"áo rách nhiều chỗ, giới thiệu khó hiểu, không như mong muốn.",negative
sản phẩm không giống trong hình. nhưng tui thích anh tài xế này. ảnh đẹp trai dà thân thiện nữa ❤️❤️❤️,positive
đúng với mô tả:áo không đúng với hình mẫu shop gửi hàng gì đâu ý áo đặt khác mà shop gửi áo khác là sao thôi mik cũng không làm khó nhắc shop nên gửi đung hàng,negative
"màu sắc:không muốn tả đúng với mô tả:đồ linh tinh không đúng hàng , nhưng it tiền nên ko trả lại , ko có lần sau",negative
shop làm ăn không uy tín mua 3 áo khoác lông cừu thì gửi 2 áo đã qua sử dụng,negative
đúng với mô tả:không đúng chất liệu:tạm màu sắc:vàng đặt áo khoắc mà giao hàng lại là áo len...??,negative
đặt màu ghi mà gửi màu hồng buồn shop quá😭😭,negative
cac bac chia mat hang nha nay gia nhe khong đung hang giao ban hang nay chi lam re lau thoi,negative
"hàng ko giống hình ảnh treo bán, m ko dùng nữa, xấu mà dơ nữa hình ả chụp mang tính tượng trưng",negative
chất liệu:k chất lượng đúng với mô tả:k,neutral
"áo không giống bài đăng, không tem mác",negative
k phải áo khoác lót lông cừu,neutral
"đúng với mô tả:hàng đăng một đằng, gửi hàng một nẻo,tôi có thể đổi hoặc hoàn hàng không?",neutral
đúng với mô tả:mua áo lông vũ gửi váy rẻ rách và áo ai muốn mua thì liên cân nhắc trước khi mua . tránh xa shop lựa dao này nhé,negative
"tuy mặc vừa, đặt màu đen thì giao màu xanh, không có lớp lông cừu",negative
chất liệu:lon đúng với mô tả:ko đúng với mô tả màu sắc:xám trắng thấy giá rẻ đặt mua thử áo lót lông cừu nhưng đến khi nhận đc thì lại là áo sơ mi ngắn. chả buồn đổi trả nữa,negative
shop làm ăn không có tâm treo đầu dê bán thịt chó nhà tao nhiều dẻ rách lắm rồi mua áo khoác gửi dẻ rách về mọi người lên tẩy chay sop này,negative
đúng với mô tả:kong đúng với mo ta chất liệu:đặt áo nam lại gửi áo dạ nữ sop bán thế thì chẳng ai dám mua,negative
"đúng với mô tả:hàng nhận là quần gió, không phải là áo len!",negative
đúng với mô tả:không đúng ín ksk e đi r hãy xoe. dkw xke em sjaelland kz rồi zks rò djs d jz d xj,negative
"màu sắc:k đúng với hình ảnh và k đúng màu. và k hài lòng,",positive
ko đúng mẫu toàn đồ linh tinh mọi người,neutral
mình đặt áo khoát dù mà giao mình áo quét vậy,negative
chất liệu:bt màu sắc:ok ok chỉ sợ chóng hỏng,positive
hàng vớ vẩn không đúng với hàng đặt,negative
hàng giao không đúng mẫu nha shop,negative
màu sắc:không tốt lừa bịp ko tốt,negative
ok,positive
tốt,positive
màu sắc:nâu chất liệu:túi bóng đúng với mô tả:đúng đã nhận được hàng rồi shop đóng gói sản phẩm rất là đẹp và gọn gàng tks shopee 😘😘😘😘😍😍😍😍👍,positive
thích thật đồ mặc vừa như may vậy+ đường chỉ rất chắc và đẹp.vải dày nhưng mặc rất mát và thoải mái ko hề bị ngứafollow shop ngay và luôn.đồ trẻ trung hiện đại+dành cho những bạn trẻ nanwng động+y như mình vậy .hhahahah chất vải tốt+in ấn dang hoàng+giá thành lại rẻ+không có lí do j mình kh mua thêm.thanks nhé,positive
đúng với mô tả:gửi không đúng hàng đặt shop giao vớ vẩn đặt áo gió mà gửi cho 2 cái rẻ rách vậy à,negative
"màu sắc:đen chất liệu:vải nylon đúng với mô tả:không có lông thỏ ,lông mèo gì cả dùng mặc cho ấm thân là được rồi, chứ không cò lông thỏ hay lông lá gì gì cả, giống áo mua hàng sida 100%, chọn size l nhưng hơi chật chội quá.cho shop 5 sao.",positive
nhận hàng rồi nha shop+ vừa và rất đẹp. vải dày mà mặc vào thì mát. giao hàng khá nhanh+ sẽ còn ủng hộ shop dài dài. 5***********,positive
chất liệu:kém màu sắc:ko đúng đúng với mô tả:ko đúng với mô tả ko đúng với sản phẩm giới thiệu trên shoppee,negative
"đúng với mô tả:không giống mô tả chất liệu:kaki áo khoác lót lông cừu siêu rẻ không đẹp như hình ảnh quảng cáo, nhìn giống áo đồ bành, vải kaki nhăn nhúm không đẹp lắm, đóng gói cẩn thận",negative
"shop này lừa đảo mọi người ạ, mua áo khoác lông cừu nhưng hàng nhận về là 1 áo vải ni lông của ông già và hàng sida, màu đỏ chóe không ai mặc được. mình chủ quan tưởng đúng hàng như các shop khác nên không bóc hàng ngay, đến khi bóc thì hết hạn trả hàng hoàn tiền rồi, nhắn tin cho shop nhưng không nói gì, chỉ gửi một cái hình cười haha. đúng là đồ láo toét lừa đảo",negative
chất liệu:không như hình màu sắc:đen đúng với mô tả:không phải sản phẩm như hình shop gửi hàng không đúng sự thật với hình,negative
giao hàng nhanh chóng đóng gói cẩn thận ship hàng nhiệt tình,positive
"đã nhận được hàng, mình rất ngạc nhiên là shopee mà cũng có nhà bán hàng như thế này.tui mua hàng của shop đăng bán là áo khoác gió lót lông cừu mà lại gửi hai cái áo thun để lâu chùi,treo đầu dê bán thịt chó. quá bức xúc, mất thời gian,bực bội thiệt !",negative
mua áo khoác lót lông cừu vải gió mà shop gửi áo chống nắng rách với một cái quần cũ,negative
hàng giao nhanh nhưng shop làm ăn tắc trách giao nhầm hàng mua áo lót lông lại giao áo gió màu áo thì dở hơi giao hàng lúc ko có nhà 4 ngày sau mới về thì shopee báo đơn đã hoàn tất ko trả lại được nhắn cho shop ko trả lời mn đừng mua ở đây nhé,negative
mùa áo.gui quần.ko đúng hàng cũng gửi.con người ko có tâm lùa lọc người mà an,negative
đề nghị shop đổi lại nhé chứ hàng ko đúng quảng cáo làm ăn ntn là ko đc đâu nhé shop nhé,negative
"chất liệu:binh thường màu sắc:xấu đúng với mô tả:không nhìn màu sắc như quần cũ vậy, nhiều chỉ thừa, từ hy vọng thành thất vọng",negative
màu nhạt vs có có phần ngã vàng ko giống vs xanh trong hình..nhận hàng có mùi móc rất tệ kiểu lưu kho bị ẩm mốc.màu xanh ngã vàng nhìn cũ kĩ ko thể mặc nổi,negative
"quần jean nam suông ống rộng, quần cạp chun, dây rút bản to phong cách hàn quốc",negative
chấp nhận giá cao hơn shop khác. nhưng vải bèo nhèo. màu thì xấu.ko nên mua,negative
shop biết là sản phẩm bị lỗi nhưng vẫn gửi cho khách mọi người mua hàng cẩn thận nhé,positive
quần màu phai phai xong bửn bửn,negative
chất liệu:bình thường màu sắc:bình thường đúng với mô tả:quần may khá là lỗi nhiều túi quần may đinh luôn vào nhau túi,negative
"nam cái qq quần kiểu nữ rõ ràng, xl j mà kéo ko đc luôn , mùi thì hôi rình , màu thua đồ xi đa, tự nhiên bỏ trăm mấy ra mua cái nùi dẻ , lấy quần nữ bán đồ nam thứ lừa gạc mọi người né shop này ra nhận cái quần thiêt chứ chưa bao giờ mua đồ mà bực z luôn á qua tháng 7 rồi mà còn gặp thứ j đâu ko",negative
vải xấu quá,negative
xấu dã mannnnnnnn,positive
xù và dính rất nhiều chất không tốt,negative
màu sắc:xanh đúng với mô tả:không quần màu ngoài khác với ảnh lắm nha mng cân nhắc trước khi mua quâng cũng mỏng nữa giạt dễ nhăn lắm,negative
màu sắc:đen đúng với mô tả:không chất liệu:jean nhiều chỉ thừa vải xấu khác ảnh tag ở ống quần k giống hình dây rút ngắn,negative
em đặt xanh m thì giao l đặt đen l thì giao m,negative
"ko cắt chỉ túi quần ,faill",positive
"mới mặc 1 lần mà xù cỡ này. ham rẻ cuối cùng quần ko thể mặc bền đc… chắc đc 2 bữa là vứt quần thôi. đấy là t còn chưa giặt đâu… thử để con lồng cái quần đi học thêm 1 buổi về xem sao. và cái kết xù cỡ này, ko biet giặt xong nó xù cỡ nào nữa.",negative
"màu sắc:xấu đúng với mô tả:không chất liệu:oki trần đời mình không thấy cái quần nào mà ngắn, với xấu như thế lun . nên tránh xa ra. thấy phí tiền ☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️☹️",negative
"chất liệu:jeans cứng màu sắc:đen quần phom dáng ok mà vải quá cứng, sờn vải rất nhiều.",negative
màu quần đẹp xịn luôn nhưng mà dáng quần không được ưng lắm thôi cũng tạm,positive
quần cũng được chất oke nma size l hơi ngắn chỉ có 96cm thôi nên ai trêm m65 mà mua size l sẽ bị cộc,neutral
màu sắc:đẹp đúng với mô tả:giống hình xl nhưng mà lưng quần nhỏ xíu mặc bị chật mình 63kg mà mặc chật cân nhắc cân nặng trước khi mua,neutral
quần ổn nhưbg chun rất rất chật mua xl nam mà cảm tưởng 50kg vừa bụng may quần chun nên kéo dãn ra vẫn bon chen đc,positive
"quần giá rẻ nên chất vải , đường may chất lượng bình thường thấp hông hơi chật , đc mỗi cái chiều dài vừa y",neutral
đúng với mô tả:đúng màu sắc:đen chất liệu:vải khá chất lượng nhưng mà chật quá,neutral
"trong ảnh và ngoài đời rất khác nhau một trời một vực,nên thoii cho 3 sao",positive
"quần ống rộng quá, k đc giống ảnh",negative
màu sắc:xấ màu như đồ cũ xấu vđ,negative
trên thì bó dưới thì rộng,negative
"quán nướng ga 종각 cửa 12 tuyển 1 bạn 주방 ycau tiếng hàn ổn 1 chút vì làm với 3 người hàn (lớp 3 trở lên là dc) 👉 lương 11k trừ thuế (đki làm thêm thì 12k trừ thuế) 👉 công việc: rửa bát, nấu 1 chút đồ và 1 vài việc lặt vặt 👉 4-10h có thể pv luôn hnay mình đang cần gấp ạ ib mình để nói rõ hơn về cv",negative
quá tuệ giặt 1 lần kg còn màu đen mả ra màu đỏ nha cả nha,negative
hợp theo nhu cầu,neutral
"đúng với mô tả:on quần đẹp nha mn , dungd như hình , nên mua",positive
"đúng với mô tả:đúng màu sắc:xanh chất liệu:vải hình ảnh và vd chỉ mang tính chất nhận xu, hàng đẹp đúng mẫu mã và chất lượng ns chung đc",positive
"đúng với mô tả:đúng màu sắc:đen chất liệu:kaki chất lượng đúng như quảng cáo nha, shipper nhiệt tình, lần sau sẽ ủng hộ shop",positive
mọi thứ đều ổn cho đến khi mình phát hiện 2 bên túi quần bị may liền nhau như trong video.,neutral
"chất vải tàm tạm ổn phù hợp giá thành, quần có chỉ thừa nhưng ko đáng kể , giá rẻ nên ko đòi hỏi",neutral
đúng với mô tả:khá đúng mô tả sản phẩm màu sắc:xanh đậm chất liệu:vải jean giao hàng nhanh giá thành ổn,positive
"màu sắc:oke chất liệu:được đúng với mô tả:đúng quần có vải hơi mỏng hơi bị bùng một số chỗ bị bung, màu đẹp",positive
chất liệu:bo đúng với mô tả:đúng màu sắc:đen mình thấy phù hợp với giá tiền . nên ko có gì để nói,positive
theo mình thấy hơi rộng nhưng vải đẹp hơi mỏng chắc là do mình không mặc quen ống rộng,positive
"xin lỗi vì quên không bấm đã nhận đc hàng. màu đen này mài màu kiêut cam nên con nhà mình k thích, đánh giá 4 sao vì chỗ nè k rõ nhé, cu cao 1m73 nhưng mặc hơi ngắn",positive
màu sắc:đen chất liệu:ko biết nữa đúng với mô tả:thì cx đúng đúng có điều hơi bị rộng nka.....nên mua sai nhỏ hơn 1 tí là ok. ....còn lại cái j cx ngon hết,positive
đúng với mô tả:đúng màu sắc:đen chất liệu:vải ống quần to vãi,negative
tai khoan chinh cua quy khach khong du tien de dang ky dich vu. vui long nap the va dang ky lai. ctlh 0922789789 (0d). tran trong!,negative
màu sắc:chuân mầu chất liệu:vải cũng mền,negative
"đúng với mô tả:đúng màu sắc:xanh hơi mỏng nha,nói chung là nền mua.bn nào mua thì nên chọn size chuẩn nha,đúng ham rộng như mik",positive
"chất liệu:jean đúng chất đúng với mô tả:đúng màu sắc:đúng màu, xanh,đen ôi mình chưa bao giờ nhận hàng mà vui thế này nha. mình phải cảm ơn ngược lại shop vì đã bán quần sao mà chất lượng mà lại giá cả phải chăng. mặc vừa y, không cọng chỉ thừa. chất liệu khỏi chê luôn, túi sâu, chắc chắn bỏ vừa một cái iphone 12pro max lận nha. sẽ ủng hộ shop tiếp. shop bán hàng rất rất có tâm. nên mua tại địa chỉ này nha mọi người",positive
"màu sắc:đẹp,chuẩn chất liệu:đẹp đúng với mô tả:đúng đẹp nha mọi người,màu sắc chuẩn,vừa đẹp so với giá tiền rất đáng mua nha mọi người",positive
"chất liệu:dày dặn màu sắc:đen đúng với mô tả:đúng quần xinh, cực đáng đồng tiền, rẻ hơn nhiều so với đi mua ở cửa hàng mà vẫn xịn",positive
"màu sắc:xanh đúng với mô tả:dung với mô tả chất liệu:jean hàng đẹp giá rẻ, rất vừa ý . sẽ ủng hộ shop thêm , giáo hàng nhanh .",positive
